observed_on,latitude,longitude,positional_accuracy,species_guess,scientific_name,taxon_id,taxon_genus_name,taxon_species_name
9/8/2017,32.2328753,-110.9003349,203,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
9/9/2017,32.1820296,-110.9272154,223,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/9/2017,32.1820296,-110.9272154,223,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/9/2017,32.1820296,-110.9272154,223,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/9/2017,32.1820296,-110.9272154,223,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/10/2017,32.33094577,-110.9877346,8,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/10/2017,32.223755,-110.767425,,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/13/2017,32.25511204,-111.0447722,10,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/16/2017,32.22472826,-110.9976485,73,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/16/2017,32.22472521,-110.9974103,128,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/17/2017,32.22476428,-110.9981668,31,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/18/2017,32.23181667,-110.9510033,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/18/2017,32.23163333,-110.9497383,,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
9/18/2017,32.28301667,-111.0337362,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/18/2017,32.28155602,-111.0331066,24,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.28215651,-111.032696,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/18/2017,32.28242646,-111.032996,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/18/2017,32.2821794,-111.0327402,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/18/2017,32.28285678,-111.033916,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/18/2017,32.28295146,-111.0337221,24,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
9/18/2017,32.28302083,-111.0334645,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/18/2017,32.28298152,-111.0333559,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/18/2017,32.28418372,-111.0342339,45,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/18/2017,32.2830381,-111.0334605,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/18/2017,32.28474972,-111.0334715,24,Dorantes Longtail,Urbanus dorantes,51311,Urbanus,Urbanus dorantes
9/18/2017,32.28641889,-111.0320904,72,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/18/2017,32.28573508,-111.0340741,44,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.28426089,-111.0326742,26,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/18/2017,32.28217381,-111.0323611,41,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.28174767,-111.0324518,24,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.28159992,-111.0324706,24,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.282925,-111.0339055,,Tailed Orange,Pyrisitia proterpia,144187,Pyrisitia,Pyrisitia proterpia
9/18/2017,32.28462512,-111.0311048,81,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/18/2017,32.28295803,-111.030825,35,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/18/2017,32.28280128,-111.0308196,28,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/18/2017,32.28291333,-111.0339138,,Tailed Orange,Pyrisitia proterpia,144187,Pyrisitia,Pyrisitia proterpia
9/18/2017,32.241005,-110.9587633,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/19/2017,32.28230499,-111.0307841,24,Tailed Orange,Pyrisitia proterpia,144187,Pyrisitia,Pyrisitia proterpia
9/19/2017,32.28339192,-111.0316092,24,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
9/19/2017,32.282599,-111.0322132,24,Orange Sulphur,Colias eurytheme,58532,Colias,Colias eurytheme
9/19/2017,32.25963092,-111.0149294,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/19/2017,32.28300497,-111.0336118,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/19/2017,32.28639709,-111.0326147,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/19/2017,32.29249794,-111.0397729,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/19/2017,32.28668656,-111.0331019,24,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
9/19/2017,32.28614913,-111.032055,31,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
9/19/2017,32.23478875,-110.9316064,21,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
9/19/2017,32.23485645,-110.9314764,31,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/19/2017,32.2348069,-110.9316064,29,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
9/19/2017,32.18070558,-111.004782,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/20/2017,32.28997992,-111.0357328,167,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/20/2017,32.28818704,-111.0318148,122,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/20/2017,32.2806519,-111.0286169,136,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/20/2017,32.26878958,-111.0201347,46,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/20/2017,32.27330431,-111.0222588,59,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/21/2017,32.28158906,-111.0325247,24,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/21/2017,32.2818392,-111.0324339,24,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/21/2017,32.28273191,-111.0319041,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28238064,-111.0324076,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28310591,-111.0319246,24,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
9/21/2017,32.23177543,-110.9491037,12,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
9/21/2017,32.2318951,-110.9495519,16,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
9/21/2017,32.2318985,-110.9494862,10,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
9/21/2017,32.28214994,-111.0323767,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28291082,-111.033257,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/21/2017,32.28304105,-111.0334514,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28271648,-111.0331953,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28298708,-111.0336765,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28302154,-111.0334925,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/21/2017,32.28094087,-111.0328199,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/21/2017,32.28094888,-111.0328285,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/21/2017,32.28099457,-111.0328429,24,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/22/2017,32.23188833,-110.9508967,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/22/2017,32.23178166,-110.9495358,23,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/22/2017,32.23184065,-110.9497236,18,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/22/2017,32.2318951,-110.9495519,37,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/22/2017,32.23148611,-110.9496306,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
9/22/2017,32.23156664,-110.9497261,21,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
9/22/2017,32.2319034,-110.9541047,32,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
9/22/2017,32.23116758,-110.9381193,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/22/2017,32.231544,-110.93928,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/22/2017,32.23167147,-110.9393342,19,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/22/2017,32.23164858,-110.9392512,36,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
9/23/2017,32.207225,-110.9867467,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/23/2017,32.20728333,-110.9869833,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/23/2017,32.22534167,-110.932625,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/23/2017,32.2253694,-110.9325712,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/24/2017,32.28312,-111.031975,,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/24/2017,32.22590562,-111.0002768,46,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
9/24/2017,32.27549702,-111.0283671,89,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/24/2017,32.28054612,-111.0324891,106,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/24/2017,32.23188801,-110.9493906,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/26/2017,32.23217563,-110.9485764,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/26/2017,32.23220966,-110.9486005,22,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/26/2017,32.23193242,-110.9509644,15,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/26/2017,32.23328841,-110.9516646,14,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/26/2017,32.23327934,-110.9517075,26,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
9/26/2017,32.23323396,-110.9516538,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
9/26/2017,32.23219151,-110.9485227,16,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/27/2017,32.24064237,-110.9363531,9,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/29/2017,32.31258844,-110.8115172,15,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
9/29/2017,32.31226487,-110.8112329,8,Arizona Powdered-Skipper,Systasea zampa,204771,Systasea,Systasea zampa
9/29/2017,32.31205346,-110.8111042,8,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
9/29/2017,32.31227562,-110.8112061,8,Erichson's White-Skipper,Heliopetes domicella,1047015,Heliopetes,Heliopetes domicella
9/29/2017,32.31259751,-110.8112437,8,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/29/2017,32.31509236,-110.8103961,8,Mormon Metalmark,Apodemia mormo,59165,Apodemia,Apodemia mormo
9/29/2017,32.3147374,-110.8105302,31,Orange Skipperling,Copaeodes aurantiaca,129415,Copaeodes,Copaeodes aurantiaca
9/29/2017,32.31589799,-110.8099508,31,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
9/29/2017,32.31237083,-110.8112383,15,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/30/2017,32.22471713,-110.9979883,97,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/30/2017,32.22495311,-110.9981814,77,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
9/30/2017,32.28267721,-111.0342034,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/30/2017,32.28187352,-111.0337328,32,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
10/1/2017,32.2842461,-111.0325811,24,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/1/2017,32.28629917,-111.0337062,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/1/2017,32.28235667,-111.0343178,49,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
10/1/2017,32.28266038,-111.0342438,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/4/2017,32.2822628,-111.0329149,32,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/4/2017,32.28260539,-111.0331063,24,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/4/2017,32.28371565,-111.0332365,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/7/2017,32.22516363,-110.9977698,61,Fatal Metalmark,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
10/9/2017,32.259525,-111.0149611,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
10/11/2017,32.25938333,-111.0149611,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.27930495,-111.0213171,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.2793239,-111.0213914,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.27919541,-111.0219548,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.27898707,-111.0227096,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.2794501,-111.0209073,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.27960967,-111.0267552,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.2903475,-111.0306923,43,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/11/2017,32.2791735,-111.021404,24,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/11/2017,32.27919739,-111.0213236,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/12/2017,32.24168553,-111.1686819,6,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
10/12/2017,32.2793166,-111.0209575,24,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/12/2017,32.27827787,-111.024989,35,Vanesse du chardon,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.22449706,-110.9756594,113,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/13/2017,32.22537704,-110.9768083,59,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.23206125,-110.9537253,17,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
10/13/2017,32.25935,-111.0149167,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.24261094,-111.0635171,154,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.26945322,-111.0208384,41,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27430993,-111.0206906,25,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/13/2017,32.27910044,-111.0206557,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27936241,-111.0270173,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27906597,-111.0273203,24,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/13/2017,32.2786414,-111.0272182,24,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/13/2017,32.28100323,-111.0282216,24,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/13/2017,32.2794804,-111.0260688,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27791025,-111.0265592,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27942523,-111.0214904,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/13/2017,32.27821007,-111.0210399,24,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/13/2017,32.27811149,-111.0212197,102,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/14/2017,32.116025,-110.85823,,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
10/14/2017,32.220845,-110.9274833,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/14/2017,32.28440589,-111.0348384,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/14/2017,32.27627363,-111.0286691,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/15/2017,32.25953667,-111.0150139,,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
10/16/2017,32.23048907,-110.9522646,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/16/2017,32.2848101,-111.0330088,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
10/16/2017,32.28261834,-111.031797,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
10/17/2017,32.23043375,-110.9521129,357,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/17/2017,32.23040937,-110.9522372,65,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/18/2017,32.28219667,-111.0341333,,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/18/2017,32.28225833,-111.0341555,,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/18/2017,32.28222167,-111.0341333,,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/18/2017,32.28298205,-111.0333837,24,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/18/2017,32.27129943,-111.0240417,71,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/18/2017,32.28155527,-111.0326558,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/18/2017,32.28302064,-111.0334661,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/20/2017,32.28276698,-111.034393,45,West Coast Lady,Vanessa annabella,50786,Vanessa,Vanessa annabella
10/20/2017,32.2831498,-111.0337972,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/20/2017,32.26690282,-111.0206802,55,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/20/2017,32.28429127,-111.0351129,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/20/2017,32.2614818,-111.0124938,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/20/2017,32.26221036,-111.0120718,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/20/2017,32.25596218,-111.0028815,255,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27910603,-111.0204768,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27892522,-111.0204645,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27802334,-111.0218601,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27813841,-111.0248105,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.2792297,-111.0213954,45,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
10/21/2017,32.27929914,-111.0221427,45,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
10/21/2017,32.2780346,-111.0236666,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27833737,-111.02048,69,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27965167,-111.0203619,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.28150216,-111.0316345,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27409638,-111.0256122,60,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27804639,-111.0206717,45,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/21/2017,32.27806945,-111.0206553,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.27800917,-111.0237054,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/21/2017,32.2781101,-111.0267941,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/22/2017,32.27826778,-111.0205875,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/22/2017,32.27811349,-111.0207968,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/22/2017,32.22397167,-110.7674867,0,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/22/2017,32.27248873,-110.9156618,100,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/23/2017,32.27839028,-111.0252257,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/23/2017,32.27963613,-111.0267207,45,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/23/2017,32.27931258,-111.0203897,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/23/2017,32.27707025,-111.0204187,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/23/2017,32.27597688,-111.0203463,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/24/2017,32.28592704,-111.0302303,68,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/24/2017,32.28781063,-111.0313116,45,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/24/2017,32.27684522,-111.0252639,137,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/24/2017,32.2796458,-111.0228706,56,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/24/2017,32.27896032,-111.024105,45,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/24/2017,32.24299001,-111.0033889,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/25/2017,32.23038459,-110.9525154,10,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/26/2017,32.2831963,-111.0319064,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/26/2017,32.28259475,-111.0330736,45,Cabbage White,Pieris rapae,55626,Pieris,Pieris rapae
10/26/2017,32.27949792,-111.0216371,45,Red Admiral,Vanessa atalanta,49133,Vanessa,Vanessa atalanta
10/26/2017,32.27892636,-111.0204695,45,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/26/2017,32.2780877,-111.0218335,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/26/2017,32.27805154,-111.0242429,46,Red Admiral,Vanessa atalanta,49133,Vanessa,Vanessa atalanta
10/26/2017,32.31270359,-111.0515444,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/26/2017,32.31366231,-111.0521786,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.26513708,-111.0162287,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.27814245,-111.0536659,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.27862334,-111.0517589,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.2627381,-111.015775,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.26322502,-111.0159344,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.26385287,-111.0183919,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.26493499,-111.0184964,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.26585989,-111.0200819,45,Vanesa pintada,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/28/2017,32.236075,-110.7086333,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/30/2017,32.25942458,-111.0149435,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/3/2017,32.279595,-111.0227805,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/4/2017,32.317295,-110.7870783,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/5/2017,32.24337,-111.1674117,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/8/2017,32.26390985,-111.0181145,60,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/11/2017,32.26237896,-111.0183703,45,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/12/2017,32.22485739,-110.9974699,63,Large Orange Sulphur,Phoebis agarithe,67653,Phoebis,Phoebis agarithe
11/12/2017,32.18754198,-110.9542454,41,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/13/2017,32.26206171,-111.0313655,3,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/16/2017,32.24111811,-110.7242274,200,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
11/17/2017,32.23047941,-110.9519511,22,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/18/2017,32.26029667,-111.0190112,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/18/2017,32.24328333,-111.1673367,10,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
11/18/2017,32.29904898,-111.1003228,53,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/19/2017,32.28233953,-111.0322513,30,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/19/2017,32.2828983,-111.033878,24,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/19/2017,32.29288833,-110.95707,0,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/20/2017,32.19221388,-110.8095212,111,Vanesse du chardon,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2017,32.18168043,-110.8654253,24,Vanesse du chardon,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2017,32.18190993,-110.8660384,24,Vanesse du chardon,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2017,32.181675,-110.8654467,5,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/21/2017,32.18168833,-110.865455,65,Vanesse du chardon,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2017,32.18172833,-110.8653867,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2017,32.18149606,-110.8652465,24,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
