observed_on,latitude,longitude,positional_accuracy,species_guess,scientific_name,taxon_id,taxon_genus_name,taxon_species_name
1/5/2014,32.26194807,-111.0309913,6,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/28/2014,32.20725461,-110.9875184,8,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
3/9/2014,32.24402193,-111.1681867,156,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
3/10/2014,32.244013,-111.168174,856,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
3/12/2014,32.244013,-111.168174,209,Two-tailed Swallowtail,Papilio multicaudata,68263,Papilio,Papilio multicaudata
3/12/2014,32.24373913,-111.168453,160,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
3/28/2014,32.217753,-110.883876,41,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
4/7/2014,32.278889,-111.022049,153,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
4/7/2014,32.278889,-111.022049,153,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
4/21/2014,32.20292433,-111.0647392,122,Northern White-Skipper,Heliopetes ericetorum,59190,Heliopetes,Heliopetes ericetorum
4/26/2014,32.2249742,-110.9988187,26,Azul marina,Leptotes marina,59152,Leptotes,Leptotes marina
5/8/2014,32.230792,-110.918406,199,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
5/9/2014,32.232874,-110.900387,40,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
5/11/2014,32.232874,-110.900387,40,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
8/16/2014,32.24334014,-111.167511,19,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
8/20/2014,32.12689,-110.936426,5,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
8/24/2014,32.23286443,-110.900352,8,Ruddy Daggerwing,Marpesia petreus,50283,Marpesia,Marpesia petreus
8/29/2014,32.232874,-110.900387,40,Viceroy,Limenitis archippus,58586,Limenitis,Limenitis archippus
9/23/2014,32.20739759,-110.9872127,4,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/24/2014,32.24892225,-110.9086563,118,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/27/2014,32.30952754,-110.8116615,50,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
9/27/2014,32.31132321,-110.8111084,50,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
10/3/2014,32.233366,-110.954573,50,parsnip swallowtail,Papilio polyxenes asterius,54900,Papilio,Papilio polyxenes
10/21/2014,32.253974,-111.197403,,Orange Skipperling,Copaeodes aurantiaca,129415,Copaeodes,Copaeodes aurantiaca
10/21/2014,32.253974,-111.197403,,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
10/21/2014,32.253974,-111.197403,,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
10/21/2014,32.253974,-111.197403,,sleepy orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
10/21/2014,32.253974,-111.197403,,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
10/21/2014,32.253974,-111.197403,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
10/21/2014,32.253974,-111.197403,,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
10/21/2014,32.253974,-111.197403,,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/26/2014,32.22235,-110.962875,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
11/6/2014,32.219242,-110.952906,124,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/11/2014,32.232874,-110.900387,40,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
11/11/2014,32.232874,-110.900387,40,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
11/21/2014,32.245321,-110.852986,4,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/21/2014,32.245311,-110.852952,2,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/21/2014,32.254921,-111.197544,1,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
12/20/2014,32.24296924,-111.1674269,359,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
12/20/2014,32.24296924,-111.1674269,359,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
12/20/2014,32.24296924,-111.1674269,359,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
12/20/2014,32.24296924,-111.1674269,359,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
12/20/2014,32.24296924,-111.1674269,359,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
12/20/2014,32.24296924,-111.1674269,359,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
12/20/2014,32.24296924,-111.1674269,359,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
12/20/2014,32.24296924,-111.1674269,359,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
12/20/2014,32.24296924,-111.1674269,359,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
12/20/2014,32.24296924,-111.1674269,359,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
12/20/2014,32.24296924,-111.1674269,359,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
12/20/2014,32.24296924,-111.1674269,359,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
12/20/2014,32.24296924,-111.1674269,359,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
12/20/2014,32.24296924,-111.1674269,359,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
12/20/2014,32.24296924,-111.1674269,359,Arizona Powdered-Skipper,Systasea zampa,204771,Systasea,Systasea zampa
12/21/2014,32.24263368,-111.1674873,355,Variegated Fritillary,Euptoieta claudia,68244,Euptoieta,Euptoieta claudia
12/21/2014,32.24263368,-111.1674873,355,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
12/21/2014,32.24263368,-111.1674873,355,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
12/21/2014,32.24263368,-111.1674873,355,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
12/21/2014,32.24263368,-111.1674873,355,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
12/21/2014,32.24263368,-111.1674873,355,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/21/2014,32.24263368,-111.1674873,355,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
12/21/2014,32.24263368,-111.1674873,355,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/21/2014,32.24263368,-111.1674873,355,West Coast Lady,Vanessa annabella,50786,Vanessa,Vanessa annabella
12/21/2014,32.24263368,-111.1674873,355,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
12/21/2014,32.24263368,-111.1674873,355,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
12/21/2014,32.24263368,-111.1674873,355,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
12/21/2014,32.24263368,-111.1674873,355,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
12/21/2014,32.24263368,-111.1674873,355,Mallow Scrub-Hairstreak,Strymon istapa,132553,Strymon,Strymon istapa
1/11/2015,32.244013,-111.168174,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
3/12/2015,32.231885,-110.950109,1500,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/23/2015,32.23318611,-110.9929972,,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/23/2015,32.2803259,-110.7302352,,Orange Skipperling,Copaeodes aurantiaca,129415,Copaeodes,Copaeodes aurantiaca
4/5/2015,32.232874,-110.900387,40,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
4/10/2015,32.232874,-110.900387,40,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
4/10/2015,32.232874,-110.900387,40,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
4/10/2015,32.232874,-110.900387,40,Boisduval's Yellow,Eurema boisduvaliana,148470,Eurema,Eurema boisduvaliana
4/11/2015,32.226235,-110.908613,56,Anthanassa texana,Anthanassa texana,132339,Anthanassa,Anthanassa texana
4/12/2015,32.269281,-111.197176,112,Asterocampa leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
4/22/2015,32.214725,-110.90658,310,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/23/2015,32.243325,-111.167642,25,Texan crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
5/10/2015,32.232874,-110.900387,40,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
5/17/2015,32.232874,-110.900387,40,Hackberry Emperor,Asterocampa celtis,68264,Asterocampa,Asterocampa celtis
5/17/2015,32.232874,-110.900387,40,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
6/30/2015,32.24343833,-111.1679467,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
6/30/2015,32.24345,-111.1678167,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
6/30/2015,32.243233,-111.167949,30,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
6/30/2015,32.24341,-111.167754,165,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
6/30/2015,32.243083,-111.167099,5,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
6/30/2015,32.161445,-111.027107,196,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
6/30/2015,32.24362167,-111.1674717,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
6/30/2015,32.24345,-111.1678167,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
6/30/2015,32.24301951,-111.1658521,17,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
6/30/2015,32.24307,-111.1670717,,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
6/30/2015,32.204723,-110.958697,8,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/3/2015,32.312986,-110.797126,19,Erichson's White-Skipper,Heliopetes domicella,1047015,Heliopetes,Heliopetes domicella
7/12/2015,32.245723,-111.067873,,Golden-headed Scallopwing,Staphylus ceos,132077,Staphylus,Staphylus ceos
7/17/2015,32.19196096,-111.0208956,8,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/24/2015,32.126347,-110.933794,34,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
7/24/2015,32.12627833,-110.9335883,40,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
7/27/2015,32.278349,-111.022941,196,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/27/2015,32.278349,-111.022941,196,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/27/2015,32.278349,-111.022941,196,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/27/2015,32.278349,-111.022941,196,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
7/27/2015,32.278349,-111.022941,196,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
7/27/2015,32.27940833,-111.0226138,,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
7/27/2015,32.278349,-111.022941,196,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/27/2015,32.278349,-111.022941,196,Hackberry Emperor,Asterocampa celtis,68264,Asterocampa,Asterocampa celtis
7/27/2015,32.278889,-111.022049,153,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/27/2015,32.278889,-111.022049,153,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/27/2015,32.278889,-111.022049,153,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
8/4/2015,32.245776,-111.067801,,Variegated Fritillary,Euptoieta claudia,68244,Euptoieta,Euptoieta claudia
8/7/2015,32.245774,-111.067797,,Mexican Fritillary,Euptoieta hegesia,68268,Euptoieta,Euptoieta hegesia
8/7/2015,32.245738,-111.067652,4,Two-tailed Swallowtail,Papilio multicaudata,68263,Papilio,Papilio multicaudata
8/7/2015,32.245766,-111.067843,,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
8/8/2015,32.245737,-111.067646,4,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
8/8/2015,32.24574,-111.067645,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
8/8/2015,32.245737,-111.067647,,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
8/8/2015,32.245776,-111.067786,,Tailed Orange,Pyrisitia proterpia,144187,Pyrisitia,Pyrisitia proterpia
8/10/2015,32.245743,-111.067642,8,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
8/18/2015,32.245774,-111.067806,,Dorantes Longtail,Urbanus dorantes,51311,Urbanus,Urbanus dorantes
8/21/2015,32.245737,-111.067647,4,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
8/21/2015,32.245778,-111.067807,4,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
8/22/2015,32.245772,-111.067847,4,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
9/13/2015,32.243224,-111.167466,,Queen butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
9/30/2015,32.22174,-110.92648,,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/17/2015,32.24330052,-111.1673827,2,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/25/2015,32.2547,-111.197225,20,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/28/2015,32.254634,-111.197918,5,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/29/2015,32.254788,-111.197214,23,White-patched Skipper,Chiomara georgina,146736,Chiomara,Chiomara georgina
10/29/2015,32.254441,-111.198235,22,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/30/2015,32.256857,-110.944943,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/5/2015,32.190549,-111.097124,56,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/5/2015,32.164633,-110.721347,55,Common Mestra,Mestra amymone,148560,Mestra,Mestra amymone
11/7/2015,32.131771,-110.96541,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
11/7/2015,32.131332,-110.964936,,Texan Crescent ssp. texana,Anthanassa texana texana,132337,Anthanassa,Anthanassa texana
11/8/2015,32.245559,-111.067928,4,Common Mestra,Mestra amymone,148560,Mestra,Mestra amymone
11/13/2015,32.176228,-110.813685,589,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/14/2015,32.245767,-111.067916,4,Red Admiral,Vanessa atalanta,49133,Vanessa,Vanessa atalanta
11/25/2015,32.235074,-110.711905,56,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
12/21/2015,32.244013,-111.168174,209,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
12/21/2015,32.244013,-111.168174,209,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
12/21/2015,32.244013,-111.168174,209,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/23/2015,32.203829,-110.724478,204,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
1/3/2016,32.245615,-111.067887,4,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
1/3/2016,32.245605,-111.067912,4,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
1/3/2016,32.245623,-111.067893,4,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
1/6/2016,32.28515333,-111.0368417,,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
1/6/2016,32.211458,-110.992399,17,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
1/6/2016,32.211458,-110.992399,17,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
1/20/2016,32.27794444,-111.1996111,50,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
2/10/2016,32.249775,-111.18251,249,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
2/21/2016,32.24051258,-110.9364013,8,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
2/23/2016,32.182933,-110.730602,23,Fatal Metalmark,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
2/23/2016,32.182933,-110.730602,23,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
2/23/2016,32.186052,-110.731623,8,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
2/24/2016,32.25462,-111.160397,50,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
2/24/2016,32.25608,-111.15911,50,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
2/24/2016,32.31982518,-110.8083111,122,Red Admiral,Vanessa atalanta,49133,Vanessa,Vanessa atalanta
2/26/2016,32.183538,-110.708196,28,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
2/26/2016,32.18401,-110.709591,28,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
2/28/2016,32.245541,-111.067917,4,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
2/28/2016,32.244013,-111.168174,209,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
2/28/2016,32.244013,-111.168174,209,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/3/2016,32.127867,-111.06811,56,Lupine Blue,Icaricia lupini,117360,Icaricia,Icaricia lupini
3/5/2016,32.249541,-111.013616,7,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
3/9/2016,32.33843158,-110.9806414,19,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
3/11/2016,32.177472,-110.716077,224,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
3/16/2016,32.22892203,-110.9638005,25,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
3/18/2016,32.272114,-111.210694,21,Erichson's White-Skipper,Heliopetes domicella,1047015,Heliopetes,Heliopetes domicella
3/19/2016,32.24330333,-111.1674767,,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
3/19/2016,32.24309833,-111.1670567,,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
3/19/2016,32.24311667,-111.1670483,,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
3/19/2016,32.243,-111.1670017,,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/19/2016,32.24351,-111.167935,100,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
3/19/2016,32.24343333,-111.16751,,Mariposa reina,Danaus gilippus,51743,Danaus,Danaus gilippus
3/19/2016,32.24345167,-111.1675167,,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
3/20/2016,32.296736,-111.166615,,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
3/23/2016,32.25455201,-111.1977191,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
4/8/2016,32.185904,-110.731343,28,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/12/2016,32.258338,-111.154771,28,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
4/12/2016,32.256482,-111.158065,14,Arizona Powdered-Skipper,Systasea zampa,204771,Systasea,Systasea zampa
4/12/2016,32.256482,-111.158065,14,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
4/12/2016,32.26825,-110.9743283,,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/13/2016,32.244013,-111.168174,485,Fatal Metalmark,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
4/14/2016,32.309582,-110.8231912,196,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/14/2016,32.20284685,-110.867157,13745,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/14/2016,32.309582,-110.8231912,196,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
4/15/2016,32.179422,-110.735359,19,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
4/17/2016,32.203759,-110.72515,,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
4/17/2016,32.210095,-110.726952,,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
4/18/2016,32.24335556,-111.1676722,,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
4/18/2016,32.24335556,-111.1676722,,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
4/23/2016,32.249541,-111.013616,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/30/2016,32.24829321,-110.9086262,6,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
5/7/2016,32.125479,-110.934171,17,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
5/27/2016,32.232874,-110.900387,40,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
5/30/2016,32.245783,-111.067862,4,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
6/3/2016,32.23734551,-110.9468149,6,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
6/27/2016,32.24943986,-111.0138386,4,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
6/29/2016,32.24035968,-110.9447324,4,Black Swallowtail,Papilio polyxenes,58523,Papilio,Papilio polyxenes
7/15/2016,32.244013,-111.168174,84,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/15/2016,32.24360466,-111.1677556,81,Mariposa luminaria azul,Battus philenor,49972,Battus,Battus philenor
7/15/2016,32.24384695,-111.1680633,15,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/15/2016,32.24308742,-111.1679165,88,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/15/2016,32.24257925,-111.1674659,23,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
7/20/2016,32.24069898,-110.9364451,43,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
7/22/2016,32.22534878,-110.9325591,22,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
7/25/2016,32.23488513,-110.9482587,6,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
7/26/2016,32.244013,-111.168174,476,Mariposa cresciente,Anthanassa texana,132339,Anthanassa,Anthanassa texana
7/26/2016,32.29438463,-110.8385355,688,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
8/2/2016,32.24327092,-111.1669938,396,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
8/2/2016,32.24327092,-111.1669938,396,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
8/5/2016,32.20734539,-110.9876069,4,Hackberry Emperor,Asterocampa celtis,68264,Asterocampa,Asterocampa celtis
8/8/2016,32.230792,-110.918406,199,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
8/10/2016,32.23421645,-110.8838496,25,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
8/10/2016,32.23423689,-110.8838304,22,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
8/10/2016,32.26173333,-111.2120683,,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
8/10/2016,32.25210775,-111.1910725,210,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
8/13/2016,32.204105,-110.7104333,,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
8/13/2016,32.31591783,-110.9541593,7,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
8/13/2016,32.20408636,-110.7207298,696,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
8/13/2016,32.20408636,-110.7207298,696,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
8/13/2016,32.23436934,-110.9820223,199,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
8/14/2016,32.24949667,-111.0138639,,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
8/15/2016,32.219242,-110.952906,86,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
8/16/2016,32.1887434,-110.9250887,162,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
8/21/2016,32.2308006,-110.9184145,203,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
8/23/2016,32.24067955,-110.9364046,6,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
8/23/2016,32.24055171,-110.9365955,24,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
8/23/2016,32.17454167,-110.7367033,,Sheep Skipper,Atrytonopsis edwardsi,214595,Atrytonopsis,Atrytonopsis edwardsi
8/25/2016,32.22086667,-110.7216333,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
8/25/2016,32.22087167,-110.7302333,,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
8/27/2016,32.21118738,-110.7246275,8,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
8/27/2016,32.16611155,-110.7235939,4,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
8/27/2016,32.16612622,-110.723638,3,Mariposa azufre,Phoebis sennae,48550,Phoebis,Phoebis sennae
8/27/2016,32.16623297,-110.7233227,85,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
8/28/2016,32.24574955,-111.0679136,2,Erichson's White-Skipper,Heliopetes domicella,1047015,Heliopetes,Heliopetes domicella
8/28/2016,32.2404536,-110.9364599,50,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
9/1/2016,32.17466333,-110.7368083,,Sheep Skipper,Atrytonopsis edwardsi,214595,Atrytonopsis,Atrytonopsis edwardsi
9/3/2016,32.28241333,-111.0307472,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/5/2016,32.2109386,-110.9317266,10,Alas de telaraña gris,Strymon melinus,50931,Strymon,Strymon melinus
9/5/2016,32.24037686,-110.9363211,38,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
9/6/2016,32.24348669,-111.1681955,49,Mariposa reina,Danaus gilippus,51743,Danaus,Danaus gilippus
9/6/2016,32.244013,-111.168174,476,Azul marina,Leptotes marina,59152,Leptotes,Leptotes marina
9/6/2016,32.244013,-111.168174,476,Leda Ministreak,Ministrymon leda,225163,Ministrymon,Ministrymon leda
