observed_on_string,observed_on,tag_list,description,captive_cultivated,oauth_application_id,latitude,longitude,geoprivacy,taxon_geoprivacy,positioning_method,scientific_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name
13-Sep-15,9/13/2015,,It rained several times in the previous few weeks so lots flowers for butterflies to feast on.,FALSE,,32.243224,-111.167466,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
27-Jul-15,7/27/2015,,"Pima County, Arizona, US",FALSE,,32.278889,-111.022049,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
27-Jul-15,7/27/2015,,"Pima County, Arizona, US",FALSE,,32.278889,-111.022049,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
27-Jul-15,7/27/2015,,"Pima County, Arizona, US",FALSE,,32.278889,-111.022049,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
30-May-12,5/30/2012,,,FALSE,,32.245769,-111.06785,,,,Synchlora frondaria,Insecta,207924,Synchlora,Synchlora frondaria
Fri Oct 16 2015 07:52:22 GMT-0700 (MST),10/16/2015,,What is this caterpillar?!?! There is a pair of them just cruising along the wall joint on the front porch. Metallic silver embellishments. ,FALSE,3,32.28914167,-110.7406833,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
28-Oct-15,10/28/2015,,"Three seen in the same area. Nectaring on Sweetbush (Bebbia juncea), and Desert Lavender (Hyptis emoryi). Next to an Ironwood (Olneya tesota) that contained large amounts of the host plant, Desert Mistletoe (Phoradendron californicum).",FALSE,,32.254634,-111.197918,,,,Atlides halesus,Insecta,59128,Atlides,Atlides halesus
Thu Oct 29 2015 09:56:01 GMT-0700 (MST),10/29/2015,,"Feeding on Bebbia juncea. Wing pattern doesn't seem to quite match checkered skippers (of which there were white/common, desert and tropical present as well)",FALSE,3,32.254788,-111.197214,,,,Chiomara georgina,Insecta,146736,Chiomara,Chiomara georgina
Thu Oct 29 2015 11:25:56 GMT-0700 (MST),10/29/2015,,,FALSE,3,32.254441,-111.198235,,,,Atlides halesus,Insecta,59128,Atlides,Atlides halesus
Thu Oct 29 2015 10:02:18 GMT-0700 (MST),10/29/2015,,,FALSE,3,32.254665,-111.197061,,,,Ctenucha venosa,Insecta,217892,Ctenucha,Ctenucha venosa
Sun Oct 25 2015 12:06:34 GMT-0600 (MDT),10/25/2015,,,FALSE,3,32.2547,-111.197225,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
4-Nov-15,11/4/2015,,,FALSE,,32.249541,-111.013616,,,,Erinnyis obscura,Insecta,143825,Erinnyis,Erinnyis obscura
8-Nov-15,11/8/2015,,,FALSE,,32.245559,-111.067928,,,,Mestra amymone,Insecta,148560,Mestra,Mestra amymone
7-Nov-15,11/7/2015,,,FALSE,,32.249541,-111.013616,,,,Terastia meticulosalis,Insecta,328091,Terastia,Terastia meticulosalis
14-Nov-15,11/14/2015,,,FALSE,,32.245767,-111.067916,,,,Vanessa atalanta,Insecta,49133,Vanessa,Vanessa atalanta
25-Nov-15,11/25/2015,,Found on Condalia warnockii. Egg clusters and pupae also present on the plants. 35mm wingspan,FALSE,,32.235183,-110.715242,,,,Agapema anona,Insecta,212659,Agapema,Agapema anona
25-Nov-15,11/25/2015,,Female,FALSE,,32.235074,-110.711905,,,,Brephidium exilis,Insecta,53843,Brephidium,Brephidium exilis
24-Nov-15,11/24/2015,,,FALSE,,32.249339,-111.013767,,,,Odontoptila obrimo,Insecta,415541,Odontoptila,Odontoptila obrimo
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Properigea continens,Insecta,472653,Properigea,Properigea continens
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Hemibryomima chryselectra,Insecta,478748,Hemibryomima,Hemibryomima chryselectra
3-Jan-16,1/3/2016,,,FALSE,,32.245615,-111.067887,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
3-Jan-16,1/3/2016,,,FALSE,,32.245605,-111.067912,,,,Eurema mexicana,Insecta,122374,Eurema,Eurema mexicana
3-Jan-16,1/3/2016,,,FALSE,,32.245623,-111.067893,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
25-Dec-15,12/25/2015,,"A tiny little sulphur was the only butterfly I saw during our trip to Arizona. I didn't think I'd be able to identify it, but from looking at my guide I'm reasonably sure it's a Dainty Sulphur, a species mostly restricted to the southwest.",FALSE,,32.340738,-110.7836,,,,Nathalis iole,Insecta,51773,Nathalis,Nathalis iole
Wed Jan 06 2016 11:40:50 GMT-0700 (MST),1/6/2016,,,FALSE,3,32.28515333,-111.0368417,,,,Pontia protodice,Insecta,59119,Pontia,Pontia protodice
Fri Oct 30 2015 13:38:26 GMT-0600 (MDT),10/30/2015,,One of four caterpillars to grace our newly-planted milkweed vine. South side of the house.,FALSE,3,32.256857,-110.944943,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
10-Feb-16,2/10/2016,,Males and Females observed.,FALSE,,32.249775,-111.18251,,,,Anthocharis thoosa inghami,Insecta,900250,Anthocharis,Anthocharis thoosa
2016-02-21 11:44:52 AM MST,2/21/2016,,Backyard. Newly eclosed individual.,FALSE,2,32.24051258,-110.9364013,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
20-Feb-16,2/20/2016,,,FALSE,,32.249541,-111.013616,,,,Rindgea cyda,Insecta,362668,Rindgea,Rindgea cyda
28-Feb-16,2/28/2016,,,FALSE,,32.245541,-111.067917,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
5-Mar-16,3/5/2016,,,FALSE,,32.249541,-111.013616,,,,Hylephila phyleus,Insecta,50340,Hylephila,Hylephila phyleus
22-Feb-16,2/22/2016,LLF,"<em>Anthocharis sara inghami</em>.  Molino Basin, Santa Catalina Mountains, Tucson, Arizona, USA. ",FALSE,,32.338218,-110.687878,,,,Anthocharis thoosa inghami,Insecta,900250,Anthocharis,Anthocharis thoosa
Wed Mar 09 2016 19:21:25 GMT-0500 (EST),3/9/2016,,"I am leaning toward the hackberry emperor as an ID, but I'm not at all sure... Would love a confirmation or correction!",FALSE,3,32.33843158,-110.9806414,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Wed Mar 09 2016 19:02:53 GMT-0500 (EST),3/9/2016,,Am I on the right track with this ID?,FALSE,3,32.33898771,-110.980947,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
12-Mar-16,3/12/2016,,,FALSE,,32.339426,-110.982084,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
18-Mar-16,3/18/2016,,,FALSE,,32.272114,-111.210694,,,,Heliopyrgus domicella,Insecta,148518,Heliopetes,Heliopyrgus domicella
24-Feb-16,2/24/2016,LLF,"<em>Anthanassa texana</em>. King Canyon Wash, Tucson Mountains, Saguaro National Park West, Tucson, Arizona, USA.",FALSE,,32.25462,-111.160397,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
24-Feb-16,2/24/2016,LLF,"<em>Libytheana carinenta</em> on desert hackberry <em>Celtis ehrenbergiana</em>.  King Canyon Trail, Tucson Mountains, Saguaro National Park West, Tucson, Arizona, USA.",FALSE,,32.25608,-111.15911,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
19-Mar-16,3/19/2016,,,FALSE,,32.243135,-111.1673333,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
20-Mar-16,3/20/2016,,,FALSE,,32.339375,-110.9812617,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
20-Mar-16,3/20/2016,,,FALSE,,32.33874667,-110.9810017,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
20-Mar-16,3/20/2016,,,FALSE,,32.33869,-110.9794117,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
19-Mar-16,3/19/2016,,,FALSE,,32.24330333,-111.1674767,,,,Celastrina echo,Insecta,52484,Celastrina,Celastrina echo
19-Mar-16,3/19/2016,,,FALSE,,32.24309833,-111.1670567,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
19-Mar-16,3/19/2016,,,FALSE,,32.24311667,-111.1670483,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
19-Mar-16,3/19/2016,,,FALSE,,32.243,-111.1670017,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
19-Mar-16,3/19/2016,,,FALSE,,32.24351,-111.167935,,,,Celastrina echo,Insecta,52484,Celastrina,Celastrina echo
19-Mar-16,3/19/2016,,,FALSE,,32.24343333,-111.16751,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
19-Mar-16,3/19/2016,,,FALSE,,32.24345167,-111.1675167,,,,Echinargus isola,Insecta,118914,Echinargus,Echinargus isola
20-Mar-16,3/20/2016,,,FALSE,,32.296736,-111.166615,,,,Pontia protodice,Insecta,59119,Pontia,Pontia protodice
Tue Apr 05 2016 14:54:35 GMT-0700 (MST),4/5/2016,,,FALSE,3,32.22552715,-110.962385,,,,Harrisina metallica,Insecta,209426,Harrisina,Harrisina metallica
12-Apr-16,4/12/2016,,,FALSE,,32.258338,-111.154771,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
12-Apr-16,4/12/2016,,,FALSE,,32.256482,-111.158065,,,,Systasea zampa,Insecta,204771,Systasea,Systasea zampa
12-Apr-16,4/12/2016,,,FALSE,,32.256482,-111.158065,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
Mon Apr 11 2016 09:52:23 GMT-0700 (MST),4/11/2016,,,FALSE,3,32.23289426,-110.9931742,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
23-Apr-16,4/23/2016,,"Adult, eggs and larvae, all found on Grapefruit tree.",FALSE,,32.249541,-111.013616,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
2016-04-30 10:43:52 AM MST,4/30/2016,,Tucson Botanical Garden,FALSE,2,32.24829321,-110.9086262,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.397783,-110.689309,,,,Matigramma emmilta,Insecta,474914,Matigramma,Matigramma emmilta
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.397783,-110.689309,,,,Toxonprucha pardalis,Insecta,496349,Toxonprucha,Toxonprucha pardalis
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.345097,-110.718256,,,,Lesmone griseipennis,Insecta,462121,Lesmone,Lesmone griseipennis
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.345097,-110.718256,,,,Synglochis perumbraria,Insecta,346507,Synglochis,Synglochis perumbraria
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.345097,-110.718256,,,,Melipotis jucunda,Insecta,224856,Melipotis,Melipotis jucunda
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.345097,-110.718256,,,,Faculta inaequalis,Insecta,468795,Faculta,Faculta inaequalis
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.345097,-110.718256,,,,Bulia deducta,Insecta,215591,Bulia,Bulia deducta
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.368508,-110.71677,,,,Trichoplusia ni,Insecta,202789,Trichoplusia,Trichoplusia ni
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.397783,-110.689309,,,,Toxonprucha pardalis,Insecta,496349,Toxonprucha,Toxonprucha pardalis
24-Aug-14,8/24/2014,,"Pima County, Arizona, US",FALSE,,32.397783,-110.689309,,,,Malacosoma tigris,Insecta,334274,Malacosoma,Malacosoma tigris
30-May-16,5/30/2016,,,FALSE,,32.245783,-111.067862,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
2016-06-03 5:34:55 PM MST,6/3/2016,,Nectaring on rosemary. ,FALSE,2,32.23734551,-110.9468149,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
2016-06-29 8:33:53 AM MST,6/29/2016,,,FALSE,2,32.24035968,-110.9447324,,,,Papilio polyxenes,Insecta,58523,Papilio,Papilio polyxenes
2016/06/27 4:27 PM CDT,6/27/2016,,,FALSE,,32.24943986,-111.0138386,,,,Pontia protodice,Insecta,59119,Pontia,Pontia protodice
2009/03/21 9:07 AM MST,3/21/2009,,          ,FALSE,,32.2238385,-111.0910034,,,,Euchloe lotta,Insecta,209719,Euchloe,Euchloe lotta
2014/03/21 9:34 AM MST,3/21/2014,,                               ,FALSE,,32.33757479,-110.6912041,,,,Chlosyne acastus,Insecta,68278,Chlosyne,Chlosyne acastus
Fri Jul 08 2016 22:40:34 GMT-0700 (MST),7/8/2016,,"Really big moth this evening about 3 and a half ins from wing to wing this being a conservative estimate 
",FALSE,3,32.25951333,-111.0149695,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2016/07/10 11:43 PM CDT,7/10/2016,,13mm wingspan.,FALSE,,32.26304945,-111.0051557,,obscured,,Proserpinus terlooii,Insecta,228811,Proserpinus,Proserpinus terlooii
2016-07-13 5:41:51 PM MST,7/13/2016,,"Feeding on Texas mountain laurel, Dermatophyllum secundiflorum.",FALSE,2,32.24047085,-110.9365122,,,,Uresiphita reversalis,Insecta,121716,Uresiphita,Uresiphita reversalis
2016-07-16 8:25:20 AM MST,7/16/2016,,Feeding on Texas mountain laurel,FALSE,2,32.24041969,-110.936474,,,,Uresiphita reversalis,Insecta,121716,Uresiphita,Uresiphita reversalis
2016/07/15 8:42 AM PDT,7/15/2016,,Caterpillar.,FALSE,,32.244013,-111.168174,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2016-07-20 8:06:02 AM MST,7/20/2016,,Covered in yellow pollen on the front,FALSE,2,32.24069898,-110.9364451,,,gps,Battus philenor,Insecta,49972,Battus,Battus philenor
2016/07/15 8:19 AM PDT,7/15/2016,,Feeding.,FALSE,,32.24360466,-111.1677556,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2016/07/15 7:52 AM PDT,7/15/2016,,Female ovipositing on milkweed.,FALSE,,32.24384695,-111.1680633,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2016/07/15 8:20 AM PDT,7/15/2016,,Males feeding.,FALSE,,32.24308742,-111.1679165,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2016/07/15 8:50 AM PDT,7/15/2016,,,FALSE,,32.24257925,-111.1674659,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
2016/06/01 1:13 AM CDT,6/1/2016,,,FALSE,,32.24940499,-111.0138442,,,,Hypopta palmata,Insecta,366224,Hypopta,Hypopta palmata
2016-07-25 5:20:36 PM MST,7/25/2016,,,FALSE,2,32.23488513,-110.9482587,,,,Hylephila phyleus,Insecta,50340,Hylephila,Hylephila phyleus
2016-07-29 5:15:00 pm GMT-07:00,7/29/2016,,,FALSE,2,32.38683659,-110.9563926,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Wed Jul 27 2016 11:09:38 GMT-0700 (MST),7/27/2016,,,FALSE,3,32.38643639,-110.9564934,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2016/07/31 12:29 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Givira mucida,Insecta,417479,Givira,Givira mucida
2016/07/31 12:41 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Prothrinax luteomedia,Insecta,367007,Prothrinax,Prothrinax luteomedia
2016/07/31 1:37 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Grotella binda,Insecta,367120,Grotella,Grotella binda
2016/07/31 1:42 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Forsebia cinis,Insecta,354225,Forsebia,Forsebia cinis
2016/07/31 1:40 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
2016/07/31 1:40 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Azenia implora,Insecta,202081,Azenia,Azenia implora
2016/07/31 1:43 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Oxycnemis gracillinea,Insecta,479269,Oxycnemis,Oxycnemis gracillinea
2016/07/31 1:44 AM CDT,7/31/2016,,,FALSE,,32.25427777,-111.1971571,,,,Ruacodes tela,Insecta,479190,Ruacodes,Ruacodes tela
2016/07/26 3:00 PM EDT,7/26/2016,,,FALSE,,32.244013,-111.168174,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
2016/07/29 2:48 AM EDT,7/29/2016,,,FALSE,,32.40306353,-110.998951,,,,Euscirrhopterus cosyra,Insecta,129412,Euscirrhopterus,Euscirrhopterus cosyra
2015-10-23 4:43:21 PM MST,10/23/2015,,,FALSE,2,32.29436139,-110.8385744,,,gps,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
2016-04-07 4:37:29 PM MST,4/7/2016,,,FALSE,2,32.29437131,-110.8385687,,,gps,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
2016-05-23 12:59:58 PM MST,5/23/2016,,,FALSE,2,32.4127738,-110.7299788,,,gps,Ctenucha venosa,Insecta,217892,Ctenucha,Ctenucha venosa
2016-07-26 6:03:26 PM MST,7/26/2016,,,FALSE,2,32.29438463,-110.8385355,,,gps,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Fri Jul 22 2016 19:45:04 GMT-0700 (MST),7/22/2016,,,FALSE,3,32.22534878,-110.9325591,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2016/07/08 7:38 AM MST,7/8/2016,,                               ,FALSE,,32.34281836,-110.8180224,obscured,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
Fri Sep 21 2012 13:57:40 GMT-0700 (MST),9/21/2012,,,FALSE,3,32.23428028,-110.8837559,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
Tue Oct 09 2012 22:44:14 GMT-0700 (MST),10/9/2012,,,FALSE,3,32.23429583,-110.8838036,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
Wed Aug 10 2016 10:48:02 GMT-0700 (MST),8/10/2016,,"Regularly in yard, around citrus tree
",FALSE,3,32.23421645,-110.8838496,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Aug 10 2016 10:53:13 GMT-0700 (MST),8/10/2016,,On purslane,FALSE,3,32.23423689,-110.8838304,,,,Brephidium exilis,Insecta,53843,Brephidium,Brephidium exilis
Thu Aug 11 2016 17:19:11 GMT-0700 (MST),8/11/2016,,,FALSE,3,32.26301167,-111.0132306,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Sun Aug 14 2016 09:22:42 GMT-0700 (MST),8/14/2016,,,FALSE,3,32.24949667,-111.0138639,,,,Lerodea eufala,Insecta,59195,Lerodea,Lerodea eufala
Sun Aug 14 2016 10:31:47 GMT-0700 (MST),8/14/2016,,More pics here of the great migrants passing through all told it starts at the old range nor of us and ends somewhere to the south of us every thing is covered as of this morning ,FALSE,3,32.25927833,-111.0150833,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2016-08-13 2:18:00 PM MST,8/13/2016,,,FALSE,2,32.31591783,-110.9541593,,,gps,Echinargus isola,Insecta,118914,Echinargus,Echinargus isola
2016/08/10 8:34 AM MDT,8/10/2016,,,FALSE,,32.26173333,-111.2120683,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2016/08/10 3:23 PM MDT,8/10/2016,,,FALSE,,32.25210775,-111.1910725,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
Sun Aug 21 2016 12:56:38 GMT-0700 (MST),8/21/2016,,Saw this guy munching on my pepper plant. ,FALSE,3,32.23824334,-110.9666267,,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
2016-08-23 8:45:53 AM MST,8/23/2016,,,FALSE,2,32.24067955,-110.9364046,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2016-08-23 8:47:36 AM MST,8/23/2016,,,FALSE,2,32.24055171,-110.9365955,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
26-Jul-16,7/26/2016,,,FALSE,,32.278458,-110.950723,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
Wed Aug 24 2016 10:08:53 GMT-0700 (MST),8/24/2016,,,FALSE,3,32.37463073,-110.9683151,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
Wed Aug 24 2016 10:30:26 GMT-0700 (MST),8/24/2016,,Hackberry emperor or empress leilia?,FALSE,3,32.3746801,-110.9682923,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Wed Aug 24 2016 06:42:03 GMT-0700 (MST),8/24/2016,,,FALSE,3,32.2304279,-110.9530921,,,,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
Wed Aug 24 2016 07:25:36 GMT-0700 (MST),8/24/2016,,,FALSE,3,32.23879161,-110.9220655,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2016/08/28 11:19 AM MST,8/28/2016,,,FALSE,,32.24574955,-111.0679136,,,,Heliopyrgus domicella,Insecta,148518,Heliopetes,Heliopyrgus domicella
2016-08-28 4:45:31 PM MST,8/28/2016,,,FALSE,2,32.2404536,-110.9364599,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
2016/08/26 11:48 PM EDT,8/26/2016,,,FALSE,,32.39733362,-110.695619,,,,Choristostigma leucosalis,Insecta,928855,Choristostigma,Choristostigma leucosalis
2016/08/26 11:47 PM EDT,8/26/2016,,,FALSE,,32.39732003,-110.6955814,,,,Condica albolabes,Insecta,472789,Condica,Condica albolabes
2016/08/26 11:46 PM EDT,8/26/2016,,,FALSE,,32.3973155,-110.6956029,,,,Callizzia amorata,Insecta,174566,Callizzia,Callizzia amorata
20-Aug-16,8/20/2016,,caterpillar,FALSE,,32.421631,-110.915737,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Thu Sep 01 2016 11:51:18 GMT-0700 (MST),9/1/2016,,,FALSE,3,32.223125,-110.72238,,,,Aleptina inca,Insecta,474279,Aleptina,Aleptina inca
Fri Sep 02 2016 08:56:53 GMT-0700 (MST),9/2/2016,,Staghorn cholla moth caterpillar.,FALSE,3,32.33373333,-110.8558283,,,,Euscirrhopterus cosyra,Insecta,129412,Euscirrhopterus,Euscirrhopterus cosyra
Sat Sep 03 2016 08:58:04 GMT-0700 (MST),9/3/2016,,,FALSE,3,32.28241333,-111.0307472,,,,Phoebis sennae,Insecta,48550,Phoebis,Phoebis sennae
2016/09/03 1:36 PM MST,9/3/2016,,,FALSE,,32.2457688,-111.0678117,,,,Pyrausta laticlavia,Insecta,204081,Pyrausta,Pyrausta laticlavia
2016-09-04 12:40:44 PM MST,9/4/2016,,"About 1.5""",FALSE,2,32.3557093,-111.035562,,,gps,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
3-Sep-16,9/3/2016,"butterfly, cupido","The closest I can get to a species on this is comyntas. However, all of the photos I find show two yellow spots rather than one.",FALSE,,32.25891263,-111.0857808,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
2016-09-05 9:59:39 AM MST,9/5/2016,,,FALSE,2,32.24037686,-110.9363211,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
2016/09/06 2:37 PM MST,9/6/2016,,,FALSE,,32.24348669,-111.1681955,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2016/09/06 2:39 PM MST,9/6/2016,,,FALSE,,32.244013,-111.168174,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
2016/09/06 4:40 PM MST,9/6/2016,,,FALSE,,32.244013,-111.168174,,,,Ministrymon leda,Insecta,225163,Ministrymon,Ministrymon leda
2016/09/06 4:46 PM MST,9/6/2016,,,FALSE,,32.24237962,-111.1677448,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2016/09/07 5:23 PM MST,9/7/2016,,,FALSE,,32.244013,-111.168174,,,,Danaus gilippus thersippus,Insecta,51748,Danaus,Danaus gilippus
Sun Sep 11 2016 16:11:41 GMT-0700 (MST),9/11/2016,,,FALSE,3,32.25067833,-110.9522867,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
Tue Sep 13 2016 09:30:07 GMT-0700 (MST),9/13/2016,,"Rillito River Path, south side near rest area. ",FALSE,3,32.310505,-111.0378945,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
Tue Sep 13 2016 17:33:19 GMT-0700 (MST),9/13/2016,,,FALSE,3,32.34787598,-110.9451977,obscured,,,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
2016-09-17 10:53:53 AM MST,9/17/2016,,Tohono Chul,FALSE,2,32.3392332,-110.9804464,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
2016-09-10 1:04:55 PM MST,9/10/2016,,,FALSE,2,32.27694321,-110.9497223,,,gps,Erynnis funeralis,Insecta,59188,Erynnis,Erynnis funeralis
2016-09-18 7:40:31 AM MST,9/18/2016,,,FALSE,2,32.35573974,-111.0356462,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
2014/08/24 8:43 PM MST,8/24/2014,,Visited a butterfly bush in my backyard for about an hour then left and never seen again.,FALSE,,32.23286443,-110.900352,,,,Marpesia petreus,Insecta,50283,Marpesia,Marpesia petreus
2012/10/03 5:46 PM MST,10/3/2012,,,FALSE,,32.232874,-110.900387,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2012/10/12 1:41 PM MST,10/12/2012,,,FALSE,,32.232874,-110.900387,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
2012/10/06 12:01 PM MST,10/6/2012,,,FALSE,,32.232874,-110.900387,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2012/10/06 11:58 AM MST,10/6/2012,,,FALSE,,32.232874,-110.900387,,,,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
2012/10/06 11:44 AM MST,10/6/2012,,,FALSE,,32.232874,-110.900387,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
2012/10/06 12:02 PM MST,10/6/2012,,,FALSE,,32.232874,-110.900387,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
2012/10/16 1:06 PM MST,10/16/2012,,,FALSE,,32.232874,-110.900387,,,,Hylephila phyleus,Insecta,50340,Hylephila,Hylephila phyleus
2012/10/08 10:32 AM MST,10/8/2012,,,FALSE,,32.232874,-110.900387,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
2012/10/08 10:17 AM MST,10/8/2012,,,FALSE,,32.232874,-110.900387,,,,Phoebis agarithe,Insecta,67653,Phoebis,Phoebis agarithe
2012/10/08 10:42 AM MST,10/8/2012,,,FALSE,,32.232874,-110.900387,,,,Zerene cesonia,Insecta,129362,Zerene,Zerene cesonia
2016/09/18 9:31 AM MST,9/18/2016,Long-tailed Sylph,,FALSE,,32.232874,-110.900387,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
2016/09/18 9:40 AM MST,9/18/2016,Long-tailed Sylph,,FALSE,,32.232874,-110.900387,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
