observed_on_string,observed_on,tag_list,description,captive_cultivated,oauth_application_id,latitude,longitude,geoprivacy,taxon_geoprivacy,positioning_method,scientific_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name
2019-09-07 10:49:12 AM MST,9/7/2019,,,FALSE,2,32.24365234,-111.1676941,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019-09-07 10:49:57 AM MST,9/7/2019,,,FALSE,2,32.24365234,-111.1676941,,,gps,Battus philenor,Insecta,49972,Battus,Battus philenor
Sun Sep 15 2019 12:22:49 GMT-0700 (MST),9/15/2019,,,FALSE,3,32.26851667,-111.191125,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Fri Sep 13 2019 18:50:43 GMT-0700 (MST),9/13/2019,,,FALSE,3,32.22860191,-110.9576749,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Mon Sep 16 2019 00:39:53 GMT-0700 (MST),9/16/2019,,,FALSE,3,32.22857013,-110.9502415,,,,Spodoptera exigua,Insecta,231425,Spodoptera,Spodoptera exigua
Mon Sep 16 2019 09:15:04 GMT-0700 (MST),9/16/2019,,,FALSE,3,32.23161613,-110.9490215,,,,Calephelis arizonensis,Insecta,182712,Calephelis,Calephelis arizonensis
Wed Sep 18 2019 10:24:37 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.2547719,-110.9493537,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Sep 18 2019 10:24:51 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.25479167,-110.949355,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Sep 18 2019 10:25:03 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.2545354,-110.9500435,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Sep 18 2019 10:28:28 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.25477772,-110.9493115,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Sep 18 2019 10:28:37 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.25482668,-110.9493107,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
Wed Sep 18 2019 10:29:38 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.25477042,-110.9493346,,,,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
2019-09-18 1:30:32 PM MST,9/18/2019,,,FALSE,2,32.2335221,-110.9568286,,,gps,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2019/09/18 8:55 PM MST,9/18/2019,,,FALSE,,32.2396497,-110.8646477,obscured,,,Ectypia clio,Insecta,218894,Ectypia,Ectypia clio
2019/09/20 9:18 AM PDT,9/20/2019,,,FALSE,,32.28281909,-111.0332515,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
2019/09/20 8:27 AM MST,9/20/2019,,,FALSE,,32.37824203,-110.6822065,,,,Gyrocheilus patrobas,Insecta,204681,Gyrocheilus,Gyrocheilus patrobas
2019/09/20 9:36 AM PDT,9/20/2019,,,FALSE,,32.33016693,-110.7937197,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Sat Sep 21 2019 09:03:23 GMT-0700 (MST),9/21/2019,,,FALSE,3,32.24341367,-111.1674217,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
Sat Sep 21 2019 09:05:39 GMT-0700 (MST),9/21/2019,,,FALSE,3,32.24335361,-111.1675459,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019-09-21 10:11:25 AM MST,9/21/2019,,On pine milkweed,FALSE,2,32.24858589,-110.9086866,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019/09/21 4:46 PM HST,9/21/2019,,,FALSE,,32.23251382,-110.9747048,,,,Cydia membrosa,Insecta,479137,Cydia,Cydia membrosa
2019/09/22 9:31 PM PDT,9/22/2019,,,FALSE,,32.32676868,-110.700288,,,,Drasteria fumosa,Insecta,321002,Drasteria,Drasteria fumosa
Mon Sep 23 2019 08:50:09 GMT-0700 (MST),9/23/2019,,,FALSE,3,32.49926538,-110.9199254,,,,Uresiphita reversalis,Insecta,121716,Uresiphita,Uresiphita reversalis
2019/09/22 7:12 PM PDT,9/22/2019,,,FALSE,,32.32678669,-110.7002934,,,,Decaturia pectinalis,Insecta,479138,Decaturia,Decaturia pectinalis
2019/09/22 7:36 PM PDT,9/22/2019,,,FALSE,,32.32679122,-110.7002907,,,,Cisthene angelus,Insecta,143991,Cisthene,Cisthene angelus
2019/09/22 7:35 PM PDT,9/22/2019,,,FALSE,,32.32679122,-110.7002907,,,,Aroga unifasciella,Insecta,366302,Aroga,Aroga unifasciella
2019/09/22 8:03 PM PDT,9/22/2019,,,FALSE,,32.32678442,-110.7002907,,,,Drasteria pallescens,Insecta,218727,Drasteria,Drasteria pallescens
2019/09/22 8:56 PM PDT,9/22/2019,,,FALSE,,32.32679802,-110.70028,,,,Plodia interpunctella,Insecta,124184,Plodia,Plodia interpunctella
2019/09/22 8:53 PM PDT,9/22/2019,,,FALSE,,32.32679802,-110.70028,,,,Thurberiphaga diffusa,Insecta,132080,Thurberiphaga,Thurberiphaga diffusa
2019/09/22 10:37 PM PDT,9/22/2019,,,FALSE,,32.32679349,-110.7002907,,,,Arcobara multilineata,Insecta,339342,Arcobara,Arcobara multilineata
2019/09/23 9:19 AM PDT,9/23/2019,,,FALSE,,32.23132723,-110.6737484,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2019/09/22 8:47 PM PDT,9/22/2019,,,FALSE,,32.32679122,-110.7002854,,,,Lineostriastiria sexseriata,Insecta,322710,Lineostriastiria,Lineostriastiria sexseriata
2019/09/22 8:39 PM PDT,9/22/2019,,,FALSE,,32.32679122,-110.7002854,,,,Callistege triangula,Insecta,474923,Callistege,Callistege triangula
2019/09/22 9:39 PM PDT,9/22/2019,,,FALSE,,32.32677548,-110.700288,,,,Drasteria howlandii,Insecta,218724,Drasteria,Drasteria howlandii
2019/09/22 9:23 PM PDT,9/22/2019,,,FALSE,,32.32678681,-110.700288,,,,Schinia hulstia,Insecta,230537,Schinia,Schinia hulstia
2019/09/22 7:38 PM PDT,9/22/2019,,,FALSE,,32.32681145,-110.7002849,,,,Eudactylota iobapta,Insecta,370800,Eudactylota,Eudactylota iobapta
Tue Sep 24 2019 20:37:31 GMT-0700 (MST),9/24/2019,,,FALSE,3,32.27256329,-110.8963279,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2019/09/23 3:50 AM UTC,9/23/2019,,,FALSE,,32.4218939,-110.9222788,,,,Battus philenor philenor,Insecta,198798,Battus,Battus philenor
2019-09-25 10:09:07 AM MST,9/25/2019,,,FALSE,2,32.24337769,-111.1674805,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019-09-26 9:53:56 AM MST,9/26/2019,,,FALSE,2,32.37335247,-110.6923613,,,,Gyrocheilus patrobas,Insecta,204681,Gyrocheilus,Gyrocheilus patrobas
2019/09/05 11:27 AM MST,9/5/2019,,caterpillar,FALSE,,32.3394402,-110.9815906,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
Thu Sep 26 2019 18:18:40 GMT-0700 (MST),9/26/2019,,,FALSE,3,32.32120715,-110.8093316,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Thu Sep 26 2019 18:17:51 GMT-0700 (MST),9/26/2019,,,FALSE,3,32.31500055,-110.8159353,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2019/09/26 2:28 PM PDT,9/26/2019,,,FALSE,,32.35415177,-110.7220004,,,,Marmara opuntiella,Insecta,472537,Marmara,Marmara opuntiella
2019/09/26 2:07 PM PDT,9/26/2019,,,FALSE,,32.35462155,-110.7225697,,,,Adelpha eulalia,Insecta,67559,Adelpha,Adelpha eulalia
2019/09/26 10:03 PM PDT,9/26/2019,,,FALSE,,32.37263295,-110.6944464,,,,Aroga unifasciella,Insecta,366302,Aroga,Aroga unifasciella
2019/09/26 3:32 PM PDT,9/26/2019,,,FALSE,,32.37093006,-110.7001166,,,,Celastrina echo,Insecta,52484,Celastrina,Celastrina echo
2019/09/26 10:24 PM PDT,9/26/2019,,,FALSE,,32.37263295,-110.6944464,,,,Cydia latiferreana,Insecta,148907,Cydia,Cydia latiferreana
Wed Sep 18 2019 13:29:21 GMT-0700 (MST),9/18/2019,,,FALSE,3,32.33974667,-110.7171633,,,,Adelpha eulalia,Insecta,67559,Adelpha,Adelpha eulalia
2019/08/26 3:20 PM PDT,8/26/2019,,,FALSE,,32.354965,-110.7232683,,,,Celotes nessus,Insecta,174535,Celotes,Celotes nessus
2019/08/26 3:24 PM PDT,8/26/2019,,,FALSE,,32.355135,-110.7233067,,,,Brephidium exilis,Insecta,53843,Brephidium,Brephidium exilis
2019/08/26 4:00 PM PDT,8/26/2019,,,FALSE,,32.36191,-110.720015,,,,Apyrrothrix araxes,Insecta,129365,Apyrrothrix,Apyrrothrix araxes
2019-09-26 8:22:19 AM MST,9/26/2019,,,FALSE,2,32.31238556,-110.8270721,,,gps,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2019/09/22 2:09 PM MST,9/22/2019,,,FALSE,,32.42405016,-110.9081719,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2019/09/28 2:03 PM PDT,9/28/2019,,,FALSE,,32.25558312,-110.7336674,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
2019/08/26 7:47 PM PDT,8/26/2019,,,FALSE,,32.372695,-110.6920583,,,,Acrolophus filicicornis,Insecta,257370,Acrolophus,Acrolophus filicicornis
2019/08/26 7:57 PM PDT,8/26/2019,,,FALSE,,32.37273167,-110.6919883,,,,Henricus umbrabasana,Insecta,364060,Henricus,Henricus umbrabasana
2019/08/26 8:01 PM PDT,8/26/2019,,,FALSE,,32.37266,-110.691935,,,,Gerra sevorsa,Insecta,424312,Gerra,Gerra sevorsa
2019/08/26 8:03 PM PDT,8/26/2019,,,FALSE,,32.37237667,-110.6914,,,,Coloradia pandora,Insecta,179711,Coloradia,Coloradia pandora
2019/08/26 8:06 PM PDT,8/26/2019,,,FALSE,,32.37286333,-110.6919667,,,,Macaria aemulataria,Insecta,118486,Macaria,Macaria aemulataria
2019/08/26 8:11 PM PDT,8/26/2019,,,FALSE,,32.37275833,-110.691895,,,,Cydia latiferreana,Insecta,148907,Cydia,Cydia latiferreana
2019/08/26 8:12 PM PDT,8/26/2019,,,FALSE,,32.37305333,-110.6920433,,,,Chamaeclea pernana,Insecta,366925,Chamaeclea,Chamaeclea pernana
2019/08/26 8:15 PM PDT,8/26/2019,,,FALSE,,32.37269667,-110.6918367,,,,Grotella sampita,Insecta,473373,Grotella,Grotella sampita
2019/08/26 8:18 PM PDT,8/26/2019,,,FALSE,,32.37250667,-110.6918333,,,,Microcrambus copelandi,Insecta,417110,Microcrambus,Microcrambus copelandi
2019/08/26 8:18 PM PDT,8/26/2019,,,FALSE,,32.37250667,-110.6918333,,,,Caripeta aequaliaria,Insecta,216122,Caripeta,Caripeta aequaliaria
Sat Sep 28 2019 13:24:40 GMT-0700 (MST),9/28/2019,,,FALSE,3,32.32373904,-110.8902971,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019/08/26 8:33 PM PDT,8/26/2019,,,FALSE,,32.372785,-110.69208,,,,Euxoa obeliscoides,Insecta,219976,Euxoa,Euxoa obeliscoides
2019/08/26 8:33 PM PDT,8/26/2019,,,FALSE,,32.372785,-110.69208,,,,Bruceia hubbardi,Insecta,366573,Bruceia,Bruceia hubbardi
2019/08/26 8:42 PM PDT,8/26/2019,,,FALSE,,32.37270667,-110.6919983,,,,Pseudohemihyalea ambigua,Insecta,229118,Pseudohemihyalea,Pseudohemihyalea ambigua
2019/08/26 8:52 PM PDT,8/26/2019,,,FALSE,,32.3727,-110.6922867,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
2019/08/26 9:25 PM PDT,8/26/2019,,,FALSE,,32.37289,-110.6921417,,,,Choristostigma roseopennalis,Insecta,318941,Choristostigma,Choristostigma roseopennalis
2019/08/26 9:28 PM PDT,8/26/2019,,,FALSE,,32.37289,-110.6921417,,,,Pyrausta lethalis,Insecta,361341,Pyrausta,Pyrausta lethalis
2019/08/26 9:37 PM PDT,8/26/2019,,,FALSE,,32.372545,-110.6923233,,,,Thurberiphaga diffusa,Insecta,132080,Thurberiphaga,Thurberiphaga diffusa
2019/08/26 9:45 PM PDT,8/26/2019,,,FALSE,,32.37236167,-110.6925817,,,,Chrysoecia scira,Insecta,367335,Chrysoecia,Chrysoecia scira
2019/08/26 9:47 PM PDT,8/26/2019,,,FALSE,,32.37251167,-110.69246,,,,Desmia maculalis,Insecta,143475,Desmia,Desmia maculalis
2019/08/26 9:49 PM PDT,8/26/2019,,,FALSE,,32.372485,-110.6925033,,,,Ecdytolopha nigrita,Insecta,914296,Ecdytolopha,Ecdytolopha nigrita
2019/08/26 10:47 PM PDT,8/26/2019,,,FALSE,,32.30873667,-110.7358683,,,,Cisthene angelus,Insecta,143991,Cisthene,Cisthene angelus
Sun Sep 29 2019 08:10:23 GMT-0700 (MST),9/29/2019,,,FALSE,3,32.25713918,-110.7331267,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
2019/09/26 9:32 PM PDT,9/26/2019,,,FALSE,,32.37263295,-110.6944464,,,,Panthea gigantea,Insecta,366541,Panthea,Panthea gigantea
2019/09/26 9:26 PM PDT,9/26/2019,,,FALSE,,32.37263295,-110.6944464,,,,Spargania bellipicta,Insecta,479316,Spargania,Spargania bellipicta
2019/09/29 11:32 AM MST,9/29/2019,,,FALSE,,32.42929868,-110.9047239,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
2019/08/27 10:10 AM PDT,8/27/2019,,,FALSE,,32.27971667,-111.0278717,,,,Hylephila phyleus,Insecta,50340,Hylephila,Hylephila phyleus
2019/08/27 10:56 AM PDT,8/27/2019,,,FALSE,,32.288085,-111.03123,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019/08/27 11:08 AM PDT,8/27/2019,,,FALSE,,32.28920333,-111.0344517,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
2019/08/27 11:09 AM PDT,8/27/2019,,,FALSE,,32.28920333,-111.0344517,,,,Copaeodes aurantiaca,Insecta,129415,Copaeodes,Copaeodes aurantiaca
Tue Sep 24 2019 06:11:41 GMT-0700 (MST),9/24/2019,,,FALSE,3,32.31823667,-111.0276112,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
2019/09/29 4:48 PM PDT,9/29/2019,,,FALSE,,32.31186782,-110.7424114,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
2019/08/27 7:38 PM PDT,8/27/2019,,,FALSE,,32.39794333,-110.6892867,,,,Pseudohemihyalea ambigua,Insecta,229118,Pseudohemihyalea,Pseudohemihyalea ambigua
2019/08/27 7:39 PM PDT,8/27/2019,,,FALSE,,32.39794333,-110.6892867,,,,Manduca quinquemaculata,Insecta,118558,Manduca,Manduca quinquemaculata
2019/08/27 7:39 PM PDT,8/27/2019,,,FALSE,,32.39790667,-110.6892867,,,,Tripudia luxuriosa,Insecta,336685,Tripudia,Tripudia luxuriosa
2019/08/27 7:44 PM PDT,8/27/2019,,,FALSE,,32.39818833,-110.6895267,,,,Schinia arcigera,Insecta,143196,Schinia,Schinia arcigera
2019/08/27 7:48 PM PDT,8/27/2019,,,FALSE,,32.3979,-110.6894933,,,,Hemieuxoa rudens,Insecta,319557,Hemieuxoa,Hemieuxoa rudens
2019/08/27 7:50 PM PDT,8/27/2019,,,FALSE,,32.3979,-110.6894933,,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
2019/08/27 7:51 PM PDT,8/27/2019,,,FALSE,,32.39737833,-110.6894017,,,,Taygete citrinella,Insecta,796564,Taygete,Taygete citrinella
2019/08/27 8:02 PM PDT,8/27/2019,,,FALSE,,32.39785667,-110.6899083,,,,Dichrorampha flinti,Insecta,604221,Dichrorampha,Dichrorampha flinti
2019/08/27 8:06 PM PDT,8/27/2019,,,FALSE,,32.39775167,-110.6893783,,,,Pseudohemihyalea ambigua,Insecta,229118,Pseudohemihyalea,Pseudohemihyalea ambigua
2019/08/27 8:11 PM PDT,8/27/2019,,,FALSE,,32.39776167,-110.68939,,,,Tarache axendra,Insecta,478203,Tarache,Tarache axendra
2019/08/27 8:14 PM PDT,8/27/2019,,,FALSE,,32.39787833,-110.68943,,,,Coloradia pandora,Insecta,179711,Coloradia,Coloradia pandora
2019/08/27 8:15 PM PDT,8/27/2019,,,FALSE,,32.39787833,-110.68943,,,,Gloveria arizonensis,Insecta,363312,Gloveria,Gloveria arizonensis
2019/08/27 8:24 PM PDT,8/27/2019,,,FALSE,,32.39764167,-110.68923,,,,Paramiana perissa,Insecta,227045,Paramiana,Paramiana perissa
2019/08/27 8:32 PM PDT,8/27/2019,,,FALSE,,32.39744167,-110.6893217,,,,Lophocampa mixta,Insecta,224119,Lophocampa,Lophocampa mixta
2019/09/29 3:45 PM PDT,9/29/2019,,very several,FALSE,,32.31170898,-110.7423925,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2019/08/27 8:46 PM PDT,8/27/2019,,,FALSE,,32.39785167,-110.68946,,,,Fulgoraecia exigua,Insecta,220221,Fulgoraecia,Fulgoraecia exigua
2019/08/27 8:49 PM PDT,8/27/2019,,,FALSE,,32.39785167,-110.68946,,,,Catocala aholibah,Insecta,216247,Catocala,Catocala aholibah
2019/08/27 8:57 PM PDT,8/27/2019,,,FALSE,,32.397985,-110.6896333,,,,Hemibryomima chryselectra,Insecta,478748,Hemibryomima,Hemibryomima chryselectra
2019/08/27 8:58 PM PDT,8/27/2019,,,FALSE,,32.39769833,-110.6896767,,,,Pyrausta corinthalis,Insecta,478315,Pyrausta,Pyrausta corinthalis
2019/08/27 9:11 PM PDT,8/27/2019,,,FALSE,,32.397765,-110.6891417,,,,Norape ovina,Insecta,225994,Norape,Norape ovina
2019/08/27 9:17 PM PDT,8/27/2019,,,FALSE,,32.397615,-110.6897783,,,,Schinia oleagina,Insecta,230552,Schinia,Schinia oleagina
2019/08/27 9:19 PM PDT,8/27/2019,,,FALSE,,32.39793667,-110.6894767,,,,Chamaeclea pernana,Insecta,366925,Chamaeclea,Chamaeclea pernana
2019/08/27 9:23 PM PDT,8/27/2019,,,FALSE,,32.39782,-110.6896433,,,,Coloradia pandora,Insecta,179711,Coloradia,Coloradia pandora
2019/08/27 9:46 PM PDT,8/27/2019,,,FALSE,,32.39792,-110.6894917,,,,Norape ovina,Insecta,225994,Norape,Norape ovina
2019/08/27 9:48 PM PDT,8/27/2019,,,FALSE,,32.39792,-110.6894917,,,,Euplexia triplaga,Insecta,541365,Euplexia,Euplexia triplaga
2019/09/26 7:45 PM PDT,9/26/2019,,,FALSE,,32.37263295,-110.6944464,,,,Plagiomimicus tepperi,Insecta,367304,Plagiomimicus,Plagiomimicus tepperi
Fri Sep 27 2019 18:03:48 GMT-0400 (EDT),9/27/2019,,,FALSE,3,32.24376985,-111.1669375,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Sun Sep 29 2019 11:42:42 GMT-0700 (MST),9/29/2019,,,FALSE,3,32.24080767,-110.7225976,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
Sat Sep 07 2019 11:00:58 GMT-0700 (MST),9/7/2019,,,FALSE,3,32.22414347,-110.7233792,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Fri Oct 04 2019 10:44:54 GMT-0700 (MST),10/4/2019,,,FALSE,3,32.23871667,-111.2133867,,,,Phoebis sennae,Insecta,48550,Phoebis,Phoebis sennae
28-Sep-19,9/28/2019,,,FALSE,,32.340625,-110.981403,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
Fri Oct 04 2019 17:44:05 GMT-0700 (MST),10/4/2019,,,FALSE,3,32.48507093,-110.9137409,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
Mon Jan 14 2019 13:50:30 GMT-0700 (MST),1/14/2019,,,FALSE,3,32.31340333,-111.010925,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
Sat Oct 05 2019 08:47:23 GMT-0700 (MST),10/5/2019,,,FALSE,3,32.26228,-111.0311667,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
5-Oct-19,10/5/2019,,,FALSE,,32.341224,-110.981608,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
2013/06/12 2:15 PM MST,6/12/2013,,,FALSE,,32.45552282,-110.7406969,,,,Chlosyne fulvia,Insecta,208730,Chlosyne,Chlosyne fulvia
2019-10-05 4:38:34 PM MST,10/5/2019,,,FALSE,2,32.27924347,-111.021904,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2019-10-06 9:14:18 AM MST,10/6/2019,,,FALSE,2,32.27802658,-111.0912018,,,gps,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2019/10/06 7:48 AM MST,10/6/2019,,,FALSE,,32.2328814,-110.9003226,,,,Colias eurytheme,Insecta,58532,Colias,Colias eurytheme
7-Oct-19,10/7/2019,,,FALSE,2,32.38335547,-110.7214607,,,gps,Neophasia terlooii,Insecta,225692,Neophasia,Neophasia terlooii
Fri Oct 04 2019 16:17:45 GMT-0700 (MST),10/4/2019,,,FALSE,3,32.22561333,-110.9326167,,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
Mon Oct 07 2019 17:19:10 GMT-0700 (MST),10/7/2019,,,FALSE,3,32.23285129,-110.9004263,,,,Atlides halesus,Insecta,59128,Atlides,Atlides halesus
Thu Sep 26 2019 23:17:37 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37257,-110.6944717,,,,Cisthene martini,Insecta,367039,Cisthene,Cisthene martini
Thu Sep 26 2019 23:15:26 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37242833,-110.69445,,,,Drasteria fumosa,Insecta,321002,Drasteria,Drasteria fumosa
Thu Sep 26 2019 22:52:07 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37256167,-110.6945117,,,,Cisthene martini,Insecta,367039,Cisthene,Cisthene martini
Thu Sep 26 2019 22:51:26 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37258667,-110.6944717,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 22:47:45 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37251667,-110.6946117,,,,Aroga unifasciella,Insecta,366302,Aroga,Aroga unifasciella
Thu Sep 26 2019 22:42:28 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37253667,-110.694345,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 22:36:46 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37258779,-110.6944735,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
Thu Sep 26 2019 22:35:03 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37253,-110.6942833,,,,Evergestis obliqualis,Insecta,425240,Evergestis,Evergestis obliqualis
Thu Sep 26 2019 22:27:13 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.372455,-110.694245,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
2019-10-05 1:49:48 PM PDT,10/5/2019,,,FALSE,2,32.41399765,-110.7115097,,,gps,Colias eurytheme,Insecta,58532,Colias,Colias eurytheme
Thu Sep 26 2019 22:16:42 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37259667,-110.6943283,,,,Spargania bellipicta,Insecta,479316,Spargania,Spargania bellipicta
Thu Sep 26 2019 22:12:20 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37263,-110.6943967,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 22:12:01 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.372605,-110.6943667,,,,Apamea burgessi ona,Insecta,946908,Apamea,Apamea burgessi
Thu Sep 26 2019 22:08:42 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37256167,-110.69442,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
Thu Sep 26 2019 21:47:20 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37258,-110.6944717,,,,Caripeta pulcherrima,Insecta,478605,Caripeta,Caripeta pulcherrima
Thu Sep 26 2019 21:38:04 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37257833,-110.6944367,,,,Cisthene martini,Insecta,367039,Cisthene,Cisthene martini
Thu Sep 26 2019 21:33:50 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37253,-110.6944117,,,,Ancylis definitivana,Insecta,624917,Ancylis,Ancylis definitivana
Thu Sep 26 2019 21:08:00 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37280333,-110.6944883,,,,Supralathosea obtusa,Insecta,982984,Supralathosea,Supralathosea obtusa
Thu Sep 26 2019 20:58:01 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.3726,-110.6943583,,,,Richia chortalis,Insecta,501998,Richia,Richia chortalis
Thu Sep 26 2019 20:55:29 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37256167,-110.69445,,,,Supralathosea obtusa,Insecta,982984,Supralathosea,Supralathosea obtusa
Thu Sep 26 2019 20:48:12 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37243333,-110.6941833,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 20:46:33 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37338333,-110.6934283,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 20:37:33 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37263,-110.694405,,,,Cisthene martini,Insecta,367039,Cisthene,Cisthene martini
Thu Sep 26 2019 20:37:25 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37258667,-110.6943883,,,,Pseudohemihyalea edwardsii,Insecta,123491,Pseudohemihyalea,Pseudohemihyalea edwardsii
Thu Sep 26 2019 20:33:16 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37254667,-110.69442,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
Thu Sep 26 2019 20:28:37 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.3726,-110.6944967,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
Thu Sep 26 2019 20:28:03 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37253833,-110.6944717,,,,Pseudohemihyalea splendens,Insecta,474744,Pseudohemihyalea,Pseudohemihyalea splendens
Thu Sep 26 2019 20:11:45 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.372605,-110.6944367,,,,Lacinipolia consimilis,Insecta,954921,Lacinipolia,Lacinipolia consimilis
Thu Sep 26 2019 20:07:17 GMT-0600 (MDT),9/26/2019,,,FALSE,3,32.37255,-110.6944117,,,,Cisthene martini,Insecta,367039,Cisthene,Cisthene martini
